15000 100
151	743	1274
152	902	1146
153	1450	918
154	747	1331
155	1229	1068
156	822	1188
157	1214	719
158	780	981
159	1327	940
160	418	735
161	1104	995
162	855	721
163	446	1225
164	1192	911
165	1256	1002
166	1307	1087
167	681	678
168	651	1576
169	1080	1600
170	732	1160
171	1288	1065
172	1213	582
173	829	930
174	661	1638
175	915	700
176	916	1433
177	936	1168
178	770	1441
179	910	1372
180	1580	997
181	1166	992
182	1054	1501
183	1272	513
184	1070	1130
185	729	1816
186	1339	975
187	1196	1768
188	1610	850
189	1714	945
190	1169	944
191	1351	391
192	1203	816
193	679	1595
194	1013	1139
195	1453	1352
196	1498	1065
197	1362	1331
198	955	1247
199	868	771
200	660	1550
201	1051	872
202	1415	946
203	1021	956
204	1397	1241
205	978	1016
206	1133	726
207	1726	1077
208	1281	1118
209	1265	1031
210	997	1133
211	1120	933
212	826	632
213	1591	1460
214	1235	1098
215	724	367
216	1170	1765
217	1527	1302
218	738	1291
219	1307	1164
220	301	644
221	1378	1402
222	765	459
223	1178	1204
224	1392	1064
225	994	915
226	666	297
227	974	794
228	1088	1262
229	1293	983
230	989	690
231	1182	855
232	588	600
233	752	680
234	1311	1293
235	1159	1393
236	1886	1001
237	808	980
238	1346	889
239	980	1414
240	616	1286
241	1228	487
242	680	1375
243	788	438
244	1335	979
245	1289	580
246	784	730
247	871	746
248	827	999
249	1026	1137
250	1353	1014
251	1039	828
252	1142	922
253	1191	563
254	1123	1344
255	835	864
256	1652	842
257	1381	797
258	1012	1301
259	1035	911
260	1142	1485
261	1077	726
262	942	922
263	489	421
264	722	1534
265	1348	1676
266	987	613
267	1054	953
268	1375	1104
269	1169	1116
270	1693	752
271	1562	1437
272	815	1124
273	1208	1030
274	1434	912
275	778	1016
276	1495	1073
277	1717	1104
278	1336	1473
279	400	844
280	918	1425
281	1302	889
282	933	1058
283	1448	969
284	999	843
285	1195	971
286	1300	656
287	1690	1060
288	1626	1081
289	795	314
290	711	261
291	962	728
292	683	1346
293	925	824
294	1374	913
295	820	485
296	758	853
297	1053	1071
298	1596	644
299	1688	407
300	924	850
301	522	841
302	1318	1027
303	1448	823
304	1101	1333
305	1455	840
306	1388	1540
307	1705	1011
308	1087	1129
309	1664	1133
310	1098	1212
311	911	829
312	378	679
313	1130	737
314	1360	1209
315	764	1241
316	452	1069
317	1193	1039
318	1150	987
319	752	1485
320	642	482
321	911	1075
322	784	1985
323	1385	1133
324	1674	1289
325	932	1137
326	1267	992
327	1570	994
328	1394	1253
329	1324	336
330	1177	946
331	1368	1012
332	861	1092
333	1434	1091
334	812	915
335	301	702
336	728	435
337	893	1179
338	1480	904
339	1036	582
340	984	1044
341	654	1112
342	753	847
343	1120	748
344	1496	439
345	777	1468
346	755	926
347	1196	535
348	1002	972
349	543	953
350	1027	869
351	966	733
352	905	1012
353	1225	1422
354	1212	1181
355	1134	282
356	1323	1187
357	473	822
358	527	1254
359	1399	1221
360	435	622
361	567	1499
362	655	1506
363	1429	1219
364	1083	941
365	1082	1326
366	915	1201
367	1377	1059
368	779	970
369	1017	995
370	1461	900
371	1291	1006
372	1353	1195
373	742	1734
374	856	991
375	1556	825
376	816	929
377	908	1277
378	775	1547
379	1030	882
380	966	826
381	1064	971
382	1083	969
383	1019	1300
384	902	809
385	854	1232
386	1540	856
387	1343	496
388	481	1447
389	1611	833
390	885	1253
391	1033	1166
392	688	542
393	731	548
394	544	1433
395	1332	1167
396	1354	1163
397	550	1226
398	1317	1259
399	920	729
400	1167	996
401	1189	619
402	692	1073
403	1442	1273
404	752	1341
405	620	438
406	1337	966
407	1364	1463
408	1037	815
409	1483	1471
410	612	482
411	828	1656
412	1280	614
413	932	1222
414	1170	1093
415	939	887
416	1198	977
417	934	1016
418	574	1018
419	946	1159
420	1339	606
421	489	819
422	895	806
423	1160	860
424	370	1088
425	912	1232
426	941	1163
427	465	786
428	904	1681
429	1031	1095
430	1056	851
431	1262	1302
432	837	991
433	847	1066
434	748	1117
435	1011	988
436	1134	1720
437	1109	110
438	1099	1010
439	1003	1243
440	1014	906
441	1560	963
442	1196	915
443	830	868
444	697	723
445	582	707
446	738	982
447	1190	1498
448	1240	1290
449	1325	818
450	1678	1573
451	980	623
452	1435	1329
453	734	1028
454	1035	794
455	1234	958
456	1000	730
457	952	1056
458	1132	1257
459	945	1098
460	1235	572
461	927	156
462	819	1424
463	628	819
464	964	1050
465	795	1135
466	1213	877
467	575	573
468	942	854
469	1267	983
470	721	1369
471	947	1023
472	257	1255
473	589	277
474	1491	807
475	1153	1873
476	987	847
477	906	1197
478	935	616
479	1478	1637
480	1356	1690
481	1104	917
482	1482	1529
483	885	1605
484	644	1216
485	657	1402
486	1306	557
487	474	946
488	1302	1529
489	1037	985
490	588	1499
491	1314	1212
492	711	971
493	1147	1355
494	943	1115
495	1229	575
496	750	1387
497	1411	1010
498	1483	1347
499	761	663
500	1013	1244
501	1483	836
502	1354	1005
503	883	839
504	1231	960
505	618	1145
506	602	1093
507	1191	864
508	1038	986
509	1055	838
510	1411	1012
511	848	1114
512	1351	1088
513	873	726
514	1074	1291
515	902	485
516	1390	1695
517	1151	882
518	1036	901
519	1362	1235
520	1007	941
521	1101	1145
522	1067	798
523	743	1329
524	968	1068
525	1108	958
526	1512	846
527	1568	1417
528	831	1233
529	343	558
530	765	1371
531	1149	1112
532	878	1671
533	880	694
534	1023	1790
535	314	504
536	456	560
537	691	1710
538	366	682
539	914	1473
540	1057	644
541	1040	943
542	1112	1123
543	883	740
544	1013	1063
545	1452	1093
546	706	1666
547	1174	1011
548	1134	928
549	1195	1003
550	974	1091
551	1345	1667
552	250	1116
553	1223	1519
554	1314	1289
555	1127	742
556	1009	1109
557	1137	1355
558	1362	1327
559	1036	1647
560	1171	240
561	908	1230
562	780	1341
563	1171	1086
564	758	799
565	1115	529
566	628	609
567	1358	811
568	1006	1638
569	1148	921
570	1858	957
571	1071	877
572	1267	835
573	727	1101
574	785	1140
575	409	1029
576	1310	461
577	882	1197
578	990	1160
579	847	1395
580	1283	805
581	1348	1100
582	1494	1156
583	737	1109
584	871	996
585	1728	950
586	759	1431
587	892	1432
588	802	1695
589	969	1855
590	1373	855
591	515	1617
592	1165	1076
593	1297	1363
594	456	702
595	1011	1067
596	1269	972
597	377	1061
598	1642	760
599	945	729
600	1314	1621
601	1624	839
602	1189	878
603	1186	888
604	1308	675
605	544	1669
606	974	1492
607	1188	1399
608	1387	1200
609	1425	1355
610	1400	978
611	967	1215
612	987	1448
613	1053	900
614	1093	1086
615	1112	657
616	716	1218
617	1187	839
618	1319	906
619	1487	970
620	1787	1186
621	1346	1091
622	1180	1415
623	1175	1834
624	938	1030
625	1070	1276
626	937	846
627	1004	754
628	1117	1715
629	788	1155
630	1012	1050
631	1223	1106
632	1264	681
633	1049	1233
634	1008	1278
635	761	862
636	1541	987
637	1373	978
638	823	1044
639	1224	1369
640	574	463
641	1265	1016
642	870	1726
643	684	814
644	935	1310
645	939	1232
646	1494	734
647	1013	535
648	1436	911
649	715	948
650	898	1325
651	992	1320
652	1067	1095
653	818	1116
654	962	1277
655	1376	1055
656	1345	1108
657	958	672
658	1076	916
659	1338	1359
660	1504	835
661	806	1322
662	959	603
663	1452	966
664	897	930
665	850	1979
666	1899	965
667	1076	993
668	742	302
669	1158	730
670	675	599
671	1058	962
672	1578	903
673	605	462
674	1098	1808
675	650	1300
676	764	1176
677	916	1017
678	641	516
679	644	695
680	786	897
681	1075	597
682	1086	918
683	711	1235
684	917	1192
685	1846	1104
686	1149	901
687	970	994
688	872	934
689	1161	1140
690	837	1303
691	1153	1012
692	722	1517
693	519	422
694	879	551
695	1308	913
696	1209	426
697	1151	1566
698	1383	822
699	586	618
700	1205	1154
701	1101	1897
702	971	1596
703	1375	904
704	786	1042
705	570	812
706	1241	829
707	718	447
708	1748	860
709	1376	1174
710	406	1209
711	1776	1016
712	1128	995
713	1475	1163
714	1359	845
715	1375	1156
716	976	1202
717	1097	554
718	719	1433
719	1694	714
720	1034	650
721	654	552
722	896	1351
723	1142	855
724	1758	1132
725	751	1258
726	1340	1540
727	1081	1327
728	851	1669
729	1468	990
730	1016	906
731	1025	1012
732	642	1685
733	1459	1125
734	952	1113
735	1494	924
736	868	1069
737	806	1217
738	1318	694
739	943	1394
740	1309	908
741	1598	1320
742	980	1052
743	1244	106
744	927	1213
745	968	1487
746	981	1288
747	1046	1319
748	1353	1008
749	947	1182
750	801	406
751	1078	933
752	676	1419
753	1079	964
754	442	1051
755	1048	1248
756	889	826
757	957	1684
758	1687	1029
759	974	668
760	831	805
761	1018	1455
762	1293	1051
763	903	892
764	483	842
765	1251	530
766	1459	1464
767	1177	52
768	1070	1443
769	1178	1063
770	1511	906
771	384	944
772	1608	798
773	1441	1568
774	1281	1046
775	1147	899
776	1556	755
777	1155	764
778	1700	1153
779	907	1746
780	824	947
781	980	1129
782	971	639
783	1040	921
784	1075	921
785	451	1015
786	472	744
787	1568	1066
788	1187	1330
789	1228	497
790	834	1487
791	1007	1272
792	1408	720
793	1008	676
794	1344	1462
795	807	1012
796	675	879
797	952	1101
798	1728	900
799	1025	1323
800	1422	1490
801	1075	868
802	562	769
803	1400	1069
804	1350	1337
805	749	1225
806	1352	1157
807	1349	1059
808	1091	1318
809	1181	252
810	453	1073
811	974	1152
812	1133	513
813	588	455
814	654	1742
815	989	1201
816	1437	1054
817	1553	1330
818	1098	1321
819	1150	1398
820	914	1055
821	985	1643
822	473	1198
823	1014	952
824	800	1146
825	1146	976
826	634	1022
827	901	671
828	1183	1754
829	998	1496
830	1598	1310
831	679	873
832	1132	1104
833	1503	987
834	1074	988
835	952	1202
836	682	1163
837	1049	798
838	1057	1109
839	1278	1176
840	913	1092
841	1337	965
842	961	1204
843	1486	1041
844	1490	1255
845	1073	1144
846	1125	608
847	923	1049
848	498	734
849	943	818
850	1342	1024
851	1693	1449
852	1029	1093
853	985	612
854	770	1156
855	643	1603
856	980	256
857	1333	1688
858	1167	987
859	1327	806
860	1190	1233
861	1079	1048
862	1106	720
863	918	1343
864	790	251
865	991	1108
866	712	664
867	1004	943
868	995	848
869	951	1490
870	584	792
871	1627	869
872	1311	1162
873	1259	1078
874	1233	927
875	1011	707
876	1376	1181
877	544	1401
878	1007	1020
879	527	794
880	1223	197
881	1047	970
882	1537	842
883	851	1040
884	779	917
885	1017	942
886	762	368
887	1456	1093
888	473	871
889	966	1553
890	1182	1287
891	804	1293
892	1096	987
893	848	1059
894	1085	993
895	462	1176
896	863	1162
897	689	1253
898	604	1502
899	923	1460
900	422	791
901	1449	1298
902	848	1255
903	954	1085
904	1575	1303
905	531	625
906	865	1349
907	1743	1037
908	1037	1550
909	417	551
910	972	1447
911	980	1117
912	1511	1097
913	962	1163
914	1027	1816
915	1127	1107
916	906	1179
917	1104	819
918	762	753
919	1031	770
920	462	1250
921	839	822
922	955	1330
923	1326	651
924	819	793
925	1612	802
926	1171	1029
927	370	616
928	1401	436
929	467	1377
930	1337	1602
931	675	1782
932	1039	824
933	1119	919
934	1786	1111
935	1080	1098
936	903	988
937	1081	898
938	37	1300
939	1303	705
940	786	1180
941	1219	743
942	1142	944
943	347	753
944	687	1006
945	1756	1158
946	1669	1236
947	778	1001
948	746	616
949	1201	1074
950	1357	442
951	860	960
952	1185	1198
953	1340	1454
954	897	1095
955	1067	738
956	1295	1233
957	740	1626
958	996	1167
959	340	811
960	1134	844
961	817	1171
962	859	1169
963	1832	1206
964	1263	910
965	1121	1143
966	1458	1336
967	1492	1309
968	1398	980
969	884	850
970	917	835
971	741	577
972	1307	1346
973	984	1344
974	1586	1357
975	1284	1189
976	1409	1014
977	668	1599
978	1130	842
979	1112	1288
980	624	942
981	1098	1083
982	707	1179
983	448	1367
984	733	465
985	1155	919
986	1259	1037
987	1375	1052
988	978	1798
989	1357	1046
990	1293	279
991	1710	914
992	971	823
993	1749	1158
994	1184	604
995	1064	994
996	655	1042
997	498	761
998	1649	967
999	1141	1149
1000	1168	1537
1001	1360	189
1002	1260	734
1003	631	609
1004	749	676
1005	954	1047
1006	1323	1015
1007	636	464
1008	963	1132
1009	1208	1015
1010	1390	1023
1011	1690	850
1012	962	1554
1013	918	773
1014	1346	1120
1015	1117	772
1016	656	842
1017	1263	994
1018	1123	1787
1019	478	531
1020	1338	982
1021	847	1252
1022	793	1380
1023	1258	778
1024	801	1378
1025	1297	1198
1026	881	1108
1027	946	1272
1028	1020	645
1029	878	1357
1030	1468	1602
1031	1143	1776
1032	524	210
1033	874	988
1034	506	1203
1035	1277	848
1036	1429	956
1037	1379	1063
1038	1022	937
1039	1140	673
1040	1367	1385
1041	1657	818
1042	739	718
1043	1425	1784
1044	870	929
1045	1516	1313
1046	1083	1133
1047	902	835
1048	956	1164
1049	1241	865
1050	1413	1649
1051	979	1056
1052	1064	1186
1053	1052	1604
1054	724	1017
1055	802	1260
1056	1095	983
1057	1314	982
1058	986	883
1059	954	1133
1060	403	875
1061	1571	813
1062	1148	804
1063	279	975
1064	586	343
1065	1439	774
1066	1183	1170
1067	1008	931
1068	1132	527
1069	1419	1128
1070	1099	628
1071	1418	1360
1072	668	1521
1073	1066	606
1074	578	616
1075	1680	1203
1076	955	1027
1077	781	721
1078	1300	1597
1079	553	891
1080	1190	911
1081	562	830
1082	1685	703
1083	1358	445
1084	1563	316
1085	1773	1036
1086	1718	1176
1087	1198	119
1088	1003	883
1089	1375	337
1090	893	831
1091	1066	934
1092	394	1118
1093	569	406
1094	546	1196
1095	1092	960
1096	76	1375
1097	1313	1636
1098	1205	991
1099	1480	1284
1100	1212	1387
1101	1141	1095
1102	820	1180
1103	385	1024
1104	444	804
1105	1457	960
1106	921	1956
1107	774	1534
1108	914	986
1109	1436	1261
1110	553	1405
1111	1136	1057
1112	673	1203
1113	1393	1293
1114	1135	1802
1115	1574	859
1116	658	486
1117	669	1650
1118	800	983
1119	1142	1117
1120	1154	987
1121	874	923
1122	1358	1052
1123	1062	1098
1124	1123	1491
1125	549	213
1126	1141	1064
1127	1192	1372
1128	1523	1737
1129	1397	420
1130	770	1443
1131	1079	725
1132	788	1689
1133	920	1142
1134	1499	1373
1135	1644	916
1136	1803	1016
1137	1323	744
1138	993	925
1139	1173	121
1140	1237	1627
1141	836	644
1142	1072	962
1143	1327	924
1144	1373	708
1145	599	968
1146	692	1075
1147	1362	996
1148	1191	1214
1149	1457	923
1150	1097	1296
1151	1170	921
1152	1860	1175
1153	627	534
1154	1200	746
1155	1024	1415
1156	866	1143
1157	771	1204
1158	939	1357
1159	1854	980
1160	961	854
1161	1043	1834
1162	1566	931
1163	1213	161
1164	1149	1342
1165	740	669
1166	901	1274
1167	1690	941
1168	983	760
1169	1327	1608
1170	430	562
1171	699	122
1172	708	1052
1173	1271	1227
1174	1661	1185
1175	923	964
1176	712	1334
1177	1038	978
1178	924	1226
1179	1633	898
1180	1123	926
1181	1313	1201
1182	1236	715
1183	1158	1499
1184	1010	996
1185	571	1701
1186	598	314
1187	1337	1136
1188	939	1853
1189	1179	1947
1190	969	1084
1191	1115	881
1192	927	844
1193	1345	1242
1194	765	1682
1195	1722	992
1196	950	1012
1197	1194	1396
1198	1038	937
1199	804	855
1200	951	1055
1201	705	785
1202	1079	1053
1203	1425	1412
1204	1003	942
1205	962	814
1206	998	1402
1207	930	1025
1208	1471	833
1209	1867	957
1210	1335	434
1211	1376	746
1212	730	1251
1213	769	903
1214	1441	1074
1215	321	1120
1216	1776	867
1217	1364	1384
1218	1193	856
1219	1487	782
1220	1102	1432
1221	898	808
1222	781	918
1223	1078	1199
1224	1467	1619
1225	1143	1068
1226	826	850
1227	1071	904
1228	1515	819
1229	1581	963
1230	971	703
1231	1058	969
1232	1507	1439
1233	1262	1091
1234	999	838
1235	1376	978
1236	1090	862
1237	1067	556
1238	835	655
1239	471	1132
1240	1084	1102
1241	736	1244
1242	764	1149
1243	1157	560
1244	1206	527
1245	1119	719
1246	935	1046
1247	812	860
1248	1208	571
1249	884	1381
1250	1486	1071
1251	1163	837
1252	1458	1120
1253	1539	947
1254	954	695
1255	1612	789
1256	329	1284
1257	1324	597
1258	1297	513
1259	450	1078
1260	936	1341
1261	511	336
1262	1311	600
1263	1015	745
1264	678	1270
1265	474	1029
1266	962	1301
1267	1028	1525
1268	1130	1054
1269	872	1349
1270	1098	997
1271	884	1891
1272	1338	1081
1273	1492	892
1274	1288	1102
1275	1120	902
1276	565	1295
1277	613	1112
1278	940	841
1279	327	594
1280	1037	1363
1281	1030	124
1282	1543	1360
1283	954	1749
1284	1451	1090
1285	1295	1223
1286	1386	1611
1287	547	629
1288	1067	1339
1289	1421	970
1290	1107	772
1291	481	681
1292	1470	810
1293	700	1798
1294	917	1245
1295	926	1199
1296	323	621
1297	1188	884
1298	1148	1181
1299	1911	1674
1300	1477	845
1301	1101	1337
1302	985	794
1303	921	1282
1304	979	752
1305	878	259
1306	1219	1093
1307	1384	674
1308	1536	1405
1309	1358	613
1310	1378	1204
1311	1098	902
1312	1676	765
1313	921	1276
1314	987	1220
1315	953	1135
1316	1469	446
1317	541	489
1318	1602	825
1319	1081	1129
1320	1241	1175
1321	911	1289
1322	977	1256
1323	1507	1074
1324	1244	717
1325	1274	257
1326	797	840
1327	1431	899
1328	432	588
1329	822	925
1330	1351	564
1331	1105	1059
1332	1278	641
1333	1009	1211
1334	972	823
1335	1348	1066
1336	1407	742
1337	834	813
1338	208	1199
1339	946	1218
1340	967	1112
1341	1324	1229
1342	1270	1521
1343	1000	1066
1344	1014	967
1345	1398	837
1346	1605	951
1347	955	1574
1348	842	1420
1349	738	1596
1350	1451	259
1351	1275	923
1352	715	778
1353	1020	216
1354	1610	716
1355	1103	406
1356	853	805
1357	866	1141
1358	1009	1076
1359	961	1267
1360	1123	482
1361	1463	807
1362	1376	1086
1363	844	1031
1364	1472	1028
1365	1386	1306
1366	1405	1375
1367	1245	1480
1368	975	1320
1369	392	634
1370	1139	873
1371	981	916
1372	824	1375
1373	833	536
1374	633	512
1375	1244	1172
1376	1524	1329
1377	1124	740
1378	1045	252
1379	956	1213
1380	244	1379
1381	629	1593
1382	403	797
1383	455	1177
1384	1159	728
1385	1315	869
1386	1199	1428
1387	1869	917
1388	1259	776
1389	1019	800
1390	658	1229
1391	1237	1075
1392	745	1134
1393	973	1266
1394	1539	832
1395	1112	1355
1396	1390	975
1397	1252	1207
1398	506	752
1399	909	1239
1400	1694	1201
1401	884	906
1402	1435	1641
1403	639	1290
1404	790	1061
1405	771	1882
1406	487	935
1407	683	1207
1408	1258	876
1409	1679	1552
1410	417	1120
1411	1155	961
1412	190	1319
1413	1039	1122
1414	356	1083
1415	711	1182
1416	1149	1196
1417	1215	1428
1418	1121	1294
1419	232	1338
1420	690	787
1421	1182	1305
1422	1300	1664
1423	1267	752
1424	678	1593
1425	980	824
1426	1067	1039
1427	647	1213
1428	1558	931
1429	964	1144
1430	970	868
1431	650	637
1432	1429	840
1433	735	1728
1434	1254	804
1435	750	1805
1436	1465	942
1437	479	986
1438	1148	987
1439	808	462
1440	748	906
1441	1068	975
1442	991	1254
1443	1353	995
1444	639	1766
1445	579	1026
1446	1429	1227
1447	1197	558
1448	964	748
1449	378	1230
1450	1341	1140
1451	1246	890
1452	944	1251
1453	1015	649
1454	939	1033
1455	751	1376
1456	831	427
1457	686	788
1458	1099	1191
1459	438	1202
1460	1493	1226
1461	510	891
1462	567	649
1463	791	744
1464	1000	1538
1465	1168	903
1466	1591	937
1467	418	1263
1468	869	497
1469	758	1240
1470	932	800
1471	1152	932
1472	605	1481
1473	1514	844
1474	899	351
1475	1252	1058
1476	1091	978
1477	742	841
1478	1165	1899
1479	1133	852
1480	689	1745
1481	314	673
1482	1608	1216
1483	993	683
1484	787	336
1485	1083	1146
1486	827	1175
1487	677	681
1488	1445	1021
1489	1463	446
1490	1486	1224
1491	1326	1632
1492	1003	970
1493	913	1374
1494	1840	836
1495	1473	910
1496	782	839
1497	399	645
1498	1378	692
1499	1626	1008
1500	938	110
1501	1065	907
1502	1254	1145
1503	985	1111
1504	822	1336
1505	962	1029
1506	835	1208
1507	1157	1955
1508	891	1044
1509	1203	902
1510	1033	1130
1511	403	839
1512	916	1139
1513	1574	1013
1514	1261	998
1515	1482	718
1516	1649	767
1517	963	1133
1518	666	1716
1519	624	1552
1520	789	179
1521	1253	974
1522	990	1422
1523	804	732
1524	693	1556
1525	127	1362
1526	806	878
1527	1449	661
1528	1306	1530
1529	1343	1178
1530	583	694
1531	1333	1425
1532	1525	1472
1533	317	621
1534	628	228
1535	717	1100
1536	972	872
1537	1577	732
1538	1054	1223
1539	1175	859
1540	724	1485
1541	1322	837
1542	824	1216
1543	1456	322
1544	1039	977
1545	1258	1264
1546	1123	786
1547	1046	689
1548	733	625
1549	1437	768
1550	1508	1269
1551	459	1127
1552	1262	1126
1553	1069	1530
1554	984	820
1555	1218	843
1556	857	1056
1557	941	1070
1558	1255	1040
1559	1087	702
1560	759	842
1561	708	334
1562	1009	1241
1563	1076	937
1564	901	1278
1565	791	1489
1566	1167	693
1567	899	700
1568	606	1757
1569	745	992
1570	673	692
1571	1414	409
1572	321	551
1573	742	976
1574	1254	814
1575	404	1233
1576	1460	1598
1577	1510	702
1578	903	1404
1579	950	1276
1580	105	1347
1581	1097	1330
1582	851	1135
1583	739	796
1584	1196	1101
1585	996	1054
1586	552	1401
1587	1365	1123
1588	1384	625
1589	1278	1062
1590	1054	895
1591	1469	1015
1592	680	448
1593	799	954
1594	797	1410
1595	1068	1709
1596	557	631
1597	718	1587
1598	1082	1124
1599	820	1317
1600	1259	1030
1601	1674	1080
1602	470	1011
1603	1186	905
1604	952	1523
1605	1389	1041
1606	1461	1342
1607	1126	1230
1608	1185	936
1609	1020	960
1610	1199	1003
1611	1283	1652
1612	1201	725
1613	1544	719
1614	645	801
1615	1412	1204
1616	1851	1166
1617	889	775
1618	291	1200
1619	1395	1146
1620	1153	497
1621	992	1347
1622	1341	934
1623	795	560
1624	965	1267
1625	818	1389
1626	1225	950
1627	600	547
1628	699	1338
1629	891	1165
1630	883	937
1631	609	758
1632	943	798
1633	1092	1302
1634	583	778
1635	904	1118
1636	1432	916
1637	772	1352
1638	911	283
1639	1263	1100
1640	924	1018
1641	526	929
1642	1392	857
1643	761	1080
1644	1225	1208
1645	685	859
1646	386	1043
1647	1214	1448
1648	1617	997
1649	573	1401
1650	1308	1400
1651	1109	999
1652	1038	1087
1653	1472	781
1654	629	1354
1655	474	775
1656	767	358
1657	1160	298
1658	1206	1084
1659	839	1296
1660	352	715
1661	1159	1345
1662	1081	990
1663	235	1234
1664	451	535
1665	847	1298
1666	713	1087
1667	382	981
1668	1019	971
1669	784	1727
1670	1089	878
1671	1421	1557
1672	995	1163
1673	1408	1262
1674	953	963
1675	928	1013
1676	1047	601
1677	1238	893
1678	822	523
1679	1171	1377
1680	615	1593
1681	145	1328
1682	322	535
1683	1361	1387
1684	1506	993
1685	1040	1067
1686	1305	868
1687	834	876
1688	1391	1028
1689	1419	1149
1690	1390	1012
1691	1131	1141
1692	858	1381
1693	932	817
1694	1083	1076
1695	1406	458
1696	757	585
1697	308	643
1698	723	1135
1699	638	1291
1700	1011	964
1701	1701	978
1702	707	1235
1703	973	1243
1704	1718	1086
1705	395	1368
1706	1136	1247
1707	1154	1494
1708	1106	1363
1709	1327	1187
1710	847	1590
1711	1498	493
1712	1596	1368
1713	1373	934
1714	863	887
1715	1056	1129
1716	1214	1492
1717	951	1053
1718	1429	801
1719	1516	1557
1720	1400	1323
1721	1282	721
1722	963	606
1723	696	1209
1724	1476	1362
1725	1475	847
1726	1297	1425
1727	970	847
1728	614	1260
1729	1067	943
1730	837	316
1731	991	1315
1732	1353	1101
1733	1483	916
1734	1300	1121
1735	854	1529
1736	920	893
1737	660	219
1738	784	1456
1739	1238	1157
1740	1608	812
1741	1185	1328
1742	1206	1480
1743	500	951
1744	1142	1055
1745	995	1281
1746	1574	988
1747	1152	959
1748	1314	843
1749	1293	836
1750	1336	1689
1751	876	1390
1752	1109	1135
1753	434	500
1754	848	1515
1755	1134	1566
1756	1085	1089
1757	1214	569
1758	1629	1105
1759	1114	1319
1760	556	1040
1761	933	1141
1762	1138	1026
1763	962	781
1764	1428	1118
1765	771	947
1766	928	1165
1767	864	1512
1768	1534	1486
1769	1323	1142
1770	1125	64
1771	1104	1327
1772	627	1020
1773	554	225
1774	1292	818
1775	1572	1060
1776	1063	207
1777	1419	1116
1778	1508	1722
1779	1158	927
1780	1351	685
1781	889	758
1782	1135	1381
1783	1482	423
1784	992	1198
1785	1054	1182
1786	1104	762
1787	821	818
1788	1380	1402
1789	1031	991
1790	784	1421
1791	865	1397
1792	1096	1174
1793	539	1014
1794	975	1059
1795	974	1184
1796	1064	283
1797	1092	574
1798	1373	1162
1799	568	1419
1800	1897	1157
1801	749	926
1802	775	767
1803	1104	1117
1804	1105	416
1805	685	509
1806	848	1415
1807	1498	1481
1808	801	995
1809	1325	1071
1810	1329	1620
1811	1537	1298
1812	1060	1339
1813	1092	908
1814	308	1038
1815	221	1083
1816	1674	1192
1817	318	1471
1818	327	1245
1819	709	1114
1820	1173	543
1821	1068	791
1822	1067	615
1823	1489	1005
1824	1230	1479
1825	338	971
1826	1154	1810
1827	1053	985
1828	1033	1193
1829	1455	1198
1830	1343	464
1831	496	1102
1832	1050	896
1833	1048	1217
1834	735	1690
1835	1117	832
1836	751	1183
1837	1034	1131
1838	1564	968
1839	152	1326
1840	1128	807
1841	1065	759
1842	1013	1765
1843	702	852
1844	1071	906
1845	1093	921
1846	1311	932
1847	1491	1377
1848	1139	738
1849	797	1482
1850	949	936
1851	1028	939
1852	1196	1263
1853	825	920
